iteration,PSNR,SSIM,LPIPS
100,11.888508429894763,0.04400989545367334,0.6837258338928223
250,11.891673503308109,0.04332573070251001,0.643667459487915
500,11.995203492828477,0.04479369584359876,0.6337429285049438
1000,12.117288044317212,0.04622748744583766,0.6427798271179199
2000,12.23560169723908,0.04737831973835632,0.6695805788040161
