iteration,PSNR,SSIM,LPIPS
100,13.184525206917826,0.06851305485650332,0.885497510433197
250,13.216841956401986,0.06776240338685192,0.8887272477149963
500,13.270872120930035,0.0683177459802128,0.9156668186187744
1000,13.275529598363576,0.06621445401643465,0.975969135761261
2000,13.079049459284393,0.0648861780860705,0.9586536884307861
3000,13.106263856891747,0.06436262231542993,0.9486082792282104
