iteration,PSNR,SSIM,LPIPS
100,18.806797114160386,0.3300843482025634,0.6601127982139587
250,18.54732513789405,0.3176656612583175,0.6877971887588501
500,18.642134348979567,0.3166855973011684,0.7024522423744202
1000,18.956536242540995,0.33119846606717157,0.7046929597854614
2000,19.497609291506393,0.3640715872572126,0.6985397934913635
